0 46
41 3242 32
42 3243 32
43 3244 32
44 3245 32
45 3246 32
46 3247 32
47 3248 32
48 3249 32
49 3250 32
50 3251 32
51 3252 32
52 3253 32
3810 21
15 1715 16
15 1616 16
16 1617 16
17 1618 16
18 1619 16
19 1620 16
20 1621 16
21 1622 16
22 1623 16
23 1624 16
24 1625 16
25 1626 16
26 1627 16
27 1628 16
28 1629 16
29 1630 16
30 1631 16
31 1632 16
32 1633 16
33 1634 16
34 1635 16
3811 28
23 2923 28
23 2823 27
23 2724 27
24 2725 27
25 2726 27
26 2727 27
27 2728 27
28 2729 27
29 2730 27
30 2731 27
31 2732 27
32 2733 27
33 2734 27
34 2735 27
35 2736 27
36 2737 27
37 2738 27
38 2739 27
39 2740 27
40 2741 27
41 2742 27
42 2743 27
43 2744 27
44 2745 27
45 2746 27
46 2747 27
47 2748 27
48 2749 27
3812 14
31 2032 20
32 2033 20
33 2034 20
34 2035 20
35 2036 20
36 2037 20
37 2038 20
38 2039 20
39 2039 21
39 2139 22
39 2239 23
39 2339 24
39 2439 25
39 2539 26
3813 16
16 5416 53
16 5316 52
16 5216 51
16 5116 50
16 5016 49
16 4916 48
16 4816 47
16 4716 46
16 4616 45
16 4516 44
16 4416 43
16 4316 42
16 4216 41
16 4117 41
17 4118 41
18 4119 41
3814 34
22 2622 25
22 2522 24
22 2422 23
22 2322 22
22 2222 21
22 2122 20
22 2022 19
22 1922 18
22 1822 17
22 1722 16
22 1622 15
22 1522 14
22 1422 13
22 1322 12
22 1222 11
22 1122 10
22 1022 9
22 922 8
22 822 7
22 722 6
22 622 5
22 522 4
22 422 3
22 322 2
22 222 1
22 121 1
21 120 1
20 119 1
19 118 1
18 117 1
17 116 1
16 115 1
15 114 1
14 113 1
3815 40
22 3423 34
23 3424 34
24 3425 34
25 3426 34
26 3427 34
27 3428 34
28 3429 34
29 3430 34
30 3431 34
31 3432 34
32 3433 34
33 3434 34
34 3435 34
35 3436 34
36 3437 34
37 3438 34
38 3439 34
39 3440 34
40 3441 34
41 3442 34
42 3443 34
43 3444 34
44 3445 34
45 3446 34
46 3447 34
47 3448 34
48 3449 34
49 3450 34
50 3451 34
51 3452 34
52 3452 35
52 3552 36
52 3652 37
52 3752 38
52 3852 39
52 3952 40
52 4052 41
52 4152 42
52 4252 43
52 4352 44
3816 43
35 5335 52
35 5235 51
35 5135 50
35 5035 49
35 4935 48
35 4835 47
35 4735 46
35 4635 45
35 4535 44
35 4435 43
35 4335 42
35 4235 41
35 4135 40
35 4035 39
35 3935 38
35 3835 37
35 3735 36
35 3635 35
35 3535 34
35 3435 33
35 3335 32
35 3235 31
35 3135 30
35 3035 29
35 2935 28
35 2835 27
35 2735 26
35 2635 25
35 2535 24
35 2435 23
35 2335 22
35 2235 21
35 2135 20
35 2035 19
35 1935 18
35 1834 18
34 1833 18
33 1832 18
32 1831 18
31 1830 18
30 1829 18
29 1828 18
28 1827 18
3817 38
42 4642 45
42 4542 44
42 4442 43
42 4342 42
42 4242 41
42 4142 40
42 4042 39
42 3942 38
42 3842 37
42 3742 36
42 3642 35
42 3542 34
42 3442 33
42 3342 32
42 3242 31
42 3142 30
42 3042 29
42 2942 28
42 2842 27
42 2742 26
42 2642 25
42 2542 24
42 2442 23
42 2342 22
42 2242 21
42 2143 21
43 2144 21
44 2145 21
45 2146 21
46 2147 21
47 2148 21
48 2149 21
49 2150 21
50 2151 21
51 2152 21
52 2153 21
53 2154 21
54 2155 21
3818 30
29 5029 49
29 4929 48
29 4829 47
29 4729 46
29 4629 45
29 4529 44
29 4429 43
29 4329 42
29 4229 41
29 4129 40
29 4029 39
29 3929 38
29 3829 37
29 3729 36
29 3629 35
29 3529 34
29 3429 33
29 3329 32
29 3229 31
29 3129 30
29 3028 30
28 3027 30
27 3026 30
26 3025 30
25 3024 30
24 3023 30
23 3022 30
22 3021 30
21 3020 30
20 3019 30
3819 11
58 5358 52
58 5258 51
58 5158 50
58 5058 49
58 4958 48
58 4858 47
58 4758 46
58 4658 45
58 4558 44
58 4458 43
58 4359 43
3820 44
28 5028 49
28 4928 48
28 4828 47
28 4728 46
28 4628 45
28 4528 44
28 4428 43
28 4328 42
28 4228 41
28 4128 40
28 4028 39
28 3928 38
28 3828 37
28 3728 36
28 3628 35
28 3528 34
28 3428 33
28 3328 32
28 3228 31
28 3128 30
28 3028 29
28 2928 28
28 2828 27
28 2728 26
28 2627 26
27 2626 26
26 2625 26
25 2624 26
24 2623 26
23 2622 26
22 2621 26
21 2620 26
20 2619 26
19 2618 26
18 2617 26
17 2616 26
16 2615 26
15 2614 26
14 2613 26
13 2612 26
12 2611 26
11 2610 26
10 269 26
9 268 26
3821 16
4 554 54
4 544 53
4 534 52
4 524 51
4 514 50
4 504 49
4 494 48
4 484 47
4 474 46
4 464 45
4 454 44
4 444 43
4 435 43
5 436 43
6 437 43
7 438 43
3822 24
33 5933 58
33 5833 57
33 5733 56
33 5633 55
33 5533 54
33 5433 53
33 5333 52
33 5233 51
33 5133 50
33 5033 49
33 4933 48
33 4833 47
33 4733 46
33 4633 45
33 4533 44
33 4433 43
33 4333 42
33 4233 41
33 4133 40
33 4033 39
33 3933 38
33 3832 38
32 3831 38
31 3830 38
3823 45
23 4423 43
23 4323 42
23 4223 41
23 4123 40
23 4023 39
23 3923 38
23 3823 37
23 3723 36
23 3623 35
23 3523 34
23 3423 33
23 3323 32
23 3223 31
23 3123 30
23 3023 29
23 2923 28
23 2823 27
23 2723 26
23 2623 25
23 2523 24
23 2423 23
23 2323 22
23 2223 21
23 2123 20
23 2024 20
24 2025 20
25 2026 20
26 2027 20
27 2028 20
28 2029 20
29 2030 20
30 2031 20
31 2032 20
32 2033 20
33 2034 20
34 2035 20
35 2036 20
36 2037 20
37 2038 20
38 2039 20
39 2040 20
40 2041 20
41 2042 20
42 2043 20
43 2044 20
3824 46
33 2833 27
33 2733 26
33 2633 25
33 2533 24
33 2433 23
33 2333 22
33 2233 21
33 2133 20
33 2033 19
33 1933 18
33 1833 17
33 1733 16
33 1633 15
33 1533 14
33 1433 13
33 1333 12
33 1233 11
33 1133 10
33 1032 10
32 1031 10
31 1030 10
30 1029 10
29 1028 10
28 1027 10
27 1026 10
26 1025 10
25 1024 10
24 1023 10
23 1022 10
22 1021 10
21 1020 10
20 1019 10
19 1018 10
18 1017 10
17 1016 10
16 1015 10
15 1014 10
14 1013 10
13 1012 10
12 1011 10
11 1010 10
10 109 10
9 108 10
8 107 10
7 106 10
6 105 10
3825 6
52 4153 41
53 4154 41
54 4154 42
54 4254 43
54 4354 44
54 4454 45
3826 12
0 211 21
1 212 21
2 213 21
3 214 21
4 215 21
5 216 21
6 217 21
7 218 21
8 219 21
9 219 22
9 229 23
9 239 24
3827 32
11 5111 50
11 5011 49
11 4911 48
11 4811 47
11 4711 46
11 4611 45
11 4511 44
11 4411 43
11 4311 42
11 4211 41
11 4111 40
11 4011 39
11 3911 38
11 3811 37
11 3711 36
11 3611 35
11 3511 34
11 3411 33
11 3311 32
11 3211 31
11 3111 30
11 3011 29
11 2911 28
11 2811 27
11 2711 26
11 2611 25
11 2511 24
11 2411 23
11 2311 22
11 2211 21
11 2111 20
11 2012 20
3828 40
58 5958 58
58 5858 57
58 5758 56
58 5658 55
58 5558 54
58 5458 53
58 5358 52
58 5258 51
58 5158 50
58 5058 49
58 4958 48
58 4858 47
58 4758 46
58 4658 45
58 4558 44
58 4458 43
58 4358 42
58 4258 41
58 4158 40
58 4058 39
58 3958 38
58 3858 37
58 3758 36
58 3658 35
58 3558 34
58 3457 34
57 3456 34
56 3455 34
55 3454 34
54 3453 34
53 3452 34
52 3451 34
51 3450 34
50 3449 34
49 3448 34
48 3447 34
47 3446 34
46 3445 34
45 3444 34
44 3443 34
3829 15
54 2154 20
54 2054 19
54 1953 19
53 1952 19
52 1951 19
51 1950 19
50 1949 19
49 1948 19
48 1947 19
47 1946 19
46 1945 19
45 1944 19
44 1943 19
43 1942 19
42 1941 19
3830 46
29 2829 29
29 2929 30
29 3029 31
29 3129 32
29 3229 33
29 3329 34
29 3429 35
29 3529 36
29 3629 37
29 3729 38
29 3829 39
29 3929 40
29 4029 41
29 4129 42
29 4229 43
29 4329 44
29 4429 45
29 4529 46
29 4628 46
28 4627 46
27 4626 46
26 4625 46
25 4624 46
24 4623 46
23 4622 46
22 4621 46
21 4620 46
20 4619 46
19 4618 46
18 4617 46
17 4616 46
16 4615 46
15 4614 46
14 4613 46
13 4612 46
12 4611 46
11 4610 46
10 469 46
9 468 46
8 467 46
7 466 46
6 465 46
5 464 46
4 463 46
3 462 46
2 461 46
3831 34
1 132 13
2 133 13
3 134 13
4 135 13
5 136 13
6 137 13
7 138 13
8 139 13
9 1310 13
10 1311 13
11 1312 13
12 1313 13
13 1314 13
14 1315 13
15 1316 13
16 1317 13
17 1318 13
18 1319 13
19 1319 14
19 1419 15
19 1519 16
19 1619 17
19 1719 18
19 1819 19
19 1919 20
19 2019 21
19 2119 22
19 2219 23
19 2319 24
19 2419 25
19 2519 26
19 2619 27
19 2719 28
19 2819 29
3832 29
12 5112 50
12 5012 49
12 4912 48
12 4812 47
12 4712 46
12 4612 45
12 4512 44
12 4412 43
12 4312 42
12 4212 41
12 4112 40
12 4012 39
12 3912 38
12 3812 37
12 3712 36
12 3612 35
12 3512 34
12 3412 33
12 3312 32
12 3212 31
12 3112 30
12 3011 30
11 3010 30
10 309 30
9 308 30
8 307 30
7 306 30
6 305 30
5 304 30
3833 43
42 4642 45
42 4542 44
42 4442 43
42 4342 42
42 4242 41
42 4142 40
42 4042 39
42 3942 38
42 3842 37
42 3742 36
42 3642 35
42 3542 34
42 3442 33
42 3342 32
42 3242 31
42 3142 30
42 3042 29
42 2942 28
42 2842 27
42 2742 26
42 2642 25
42 2542 24
42 2442 23
42 2342 22
42 2242 21
42 2142 20
42 2042 19
42 1942 18
42 1842 17
42 1742 16
42 1642 15
42 1542 14
42 1442 13
42 1342 12
42 1242 11
42 1142 10
42 1042 9
42 942 8
42 841 8
41 840 8
40 839 8
39 838 8
38 837 8
3834 22
43 3243 31
43 3143 30
43 3043 29
43 2943 28
43 2843 27
43 2743 26
43 2643 25
43 2543 24
43 2443 23
43 2343 22
43 2243 21
43 2143 20
43 2044 20
44 2045 20
45 2046 20
46 2047 20
47 2048 20
48 2049 20
49 2050 20
50 2051 20
51 2052 20
52 2053 20
3835 20
39 2939 28
39 2839 27
39 2740 27
40 2741 27
41 2742 27
42 2743 27
43 2744 27
44 2745 27
45 2746 27
46 2747 27
47 2748 27
48 2749 27
49 2750 27
50 2751 27
51 2752 27
52 2753 27
53 2754 27
54 2755 27
55 2756 27
56 2757 27
3836 38
13 014 0
14 015 0
15 016 0
16 017 0
17 018 0
18 019 0
19 020 0
20 021 0
21 022 0
22 023 0
23 024 0
24 025 0
25 026 0
26 027 0
27 028 0
28 029 0
29 030 0
30 031 0
31 032 0
32 033 0
33 034 0
34 035 0
35 036 0
36 037 0
37 038 0
38 039 0
39 040 0
40 041 0
41 042 0
42 043 0
43 044 0
44 045 0
45 045 1
45 145 2
45 245 3
45 345 4
45 445 5
45 545 6
3837 8
53 553 4
53 453 3
53 353 2
53 253 1
53 153 0
53 054 0
54 055 0
55 056 0
3838 45
55 4055 39
55 3955 38
55 3855 37
55 3755 36
55 3655 35
55 3555 34
55 3455 33
55 3355 32
55 3255 31
55 3155 30
55 3055 29
55 2955 28
55 2855 27
55 2755 26
55 2655 25
55 2555 24
55 2455 23
55 2355 22
55 2255 21
55 2155 20
55 2055 19
55 1955 18
55 1855 17
55 1755 16
55 1655 15
55 1555 14
55 1454 14
54 1453 14
53 1452 14
52 1451 14
51 1450 14
50 1449 14
49 1448 14
48 1447 14
47 1446 14
46 1445 14
45 1444 14
44 1443 14
43 1442 14
42 1441 14
41 1440 14
40 1439 14
39 1438 14
38 1437 14
37 1436 14
3839 26
53 2553 24
53 2453 23
53 2353 22
53 2253 21
53 2153 20
53 2053 19
53 1952 19
52 1951 19
51 1950 19
50 1949 19
49 1948 19
48 1947 19
47 1946 19
46 1945 19
45 1944 19
44 1943 19
43 1942 19
42 1941 19
41 1940 19
40 1939 19
39 1938 19
38 1937 19
37 1936 19
36 1935 19
35 1934 19
34 1933 19
3840 30
51 3051 29
51 2951 28
51 2851 27
51 2751 26
51 2651 25
51 2551 24
51 2451 23
51 2351 22
51 2251 21
51 2151 20
51 2051 19
51 1951 18
51 1851 17
51 1751 16
51 1651 15
51 1551 14
51 1451 13
51 1351 12
51 1251 11
51 1151 10
51 1051 9
51 951 8
51 850 8
50 849 8
49 848 8
48 847 8
47 846 8
46 845 8
45 844 8
44 843 8
3841 49
38 3738 36
38 3638 35
38 3538 34
38 3438 33
38 3338 32
38 3238 31
38 3138 30
38 3038 29
38 2938 28
38 2838 27
38 2738 26
38 2638 25
38 2538 24
38 2438 23
38 2338 22
38 2237 22
37 2236 22
36 2235 22
35 2234 22
34 2233 22
33 2232 22
32 2231 22
31 2230 22
30 2229 22
29 2228 22
28 2227 22
27 2226 22
26 2225 22
25 2224 22
24 2223 22
23 2222 22
22 2221 22
21 2220 22
20 2219 22
19 2218 22
18 2217 22
17 2216 22
16 2215 22
15 2214 22
14 2213 22
13 2212 22
12 2211 22
11 2210 22
10 229 22
9 228 22
8 227 22
7 226 22
6 225 22
5 224 22
3842 29
15 3515 34
15 3415 33
15 3315 32
15 3215 31
15 3115 30
15 3015 29
15 2915 28
15 2815 27
15 2715 26
15 2615 25
15 2515 24
15 2415 23
15 2315 22
15 2215 21
15 2115 20
15 2015 19
15 1915 18
15 1815 17
15 1715 16
15 1615 15
15 1515 14
15 1415 13
15 1315 12
15 1215 11
15 1115 10
15 1015 9
15 916 9
16 917 9
17 918 9
3843 28
16 2116 20
16 2016 19
16 1916 18
16 1816 17
16 1716 16
16 1616 15
16 1516 14
16 1416 13
16 1316 12
16 1216 11
16 1116 10
16 1016 9
16 916 8
16 816 7
16 716 6
16 616 5
16 516 4
16 416 3
16 317 3
17 318 3
18 319 3
19 320 3
20 321 3
21 322 3
22 323 3
23 324 3
24 325 3
25 326 3
3844 26
55 955 10
55 1055 11
55 1155 12
55 1255 13
55 1355 14
55 1455 15
55 1555 16
55 1655 17
55 1755 18
55 1855 19
55 1955 20
55 2055 21
55 2155 22
55 2254 22
54 2253 22
53 2252 22
52 2251 22
51 2250 22
50 2249 22
49 2248 22
48 2247 22
47 2246 22
46 2245 22
45 2244 22
44 2243 22
43 2242 22
3845 43
52 5052 49
52 4952 48
52 4852 47
52 4752 46
52 4652 45
52 4552 44
52 4452 43
52 4352 42
52 4252 41
52 4152 40
52 4052 39
52 3952 38
52 3852 37
52 3752 36
52 3652 35
52 3552 34
52 3452 33
52 3352 32
52 3252 31
52 3152 30
52 3052 29
52 2952 28
52 2852 27
52 2752 26
52 2652 25
52 2552 24
52 2452 23
52 2352 22
52 2252 21
52 2152 20
52 2052 19
52 1952 18
52 1852 17
52 1752 16
52 1652 15
52 1552 14
52 1452 13
52 1353 13
53 1354 13
54 1355 13
55 1356 13
56 1357 13
57 1358 13
3846 32
38 3339 33
39 3340 33
40 3341 33
41 3342 33
42 3343 33
43 3344 33
44 3345 33
45 3346 33
46 3347 33
47 3348 33
48 3349 33
49 3350 33
50 3351 33
51 3352 33
52 3352 34
52 3452 35
52 3552 36
52 3652 37
52 3752 38
52 3852 39
52 3952 40
52 4052 41
52 4152 42
52 4252 43
52 4352 44
52 4452 45
52 4552 46
52 4652 47
52 4752 48
52 4852 49
52 4952 50
52 5052 51
3847 50
22 322 4
22 422 5
22 522 6
22 622 7
22 722 8
22 822 9
22 922 10
22 1022 11
22 1122 12
22 1222 13
22 1322 14
22 1422 15
22 1522 16
22 1622 17
22 1722 18
22 1822 19
22 1922 20
22 2022 21
22 2122 22
22 2222 23
22 2322 24
22 2422 25
22 2522 26
22 2622 27
22 2722 28
22 2822 29
22 2922 30
22 3022 31
22 3122 32
22 3222 33
22 3322 34
22 3422 35
22 3522 36
22 3622 37
22 3722 38
22 3822 39
22 3922 40
22 4022 41
22 4122 42
22 4222 43
22 4321 43
21 4320 43
20 4319 43
19 4318 43
18 4317 43
17 4316 43
16 4315 43
15 4314 43
14 4313 43
13 4312 43
3848 16
12 513 5
13 514 5
14 515 5
15 516 5
16 517 5
17 517 6
17 617 7
17 717 8
17 817 9
17 917 10
17 1017 11
17 1117 12
17 1217 13
17 1317 14
17 1417 15
17 1517 16
3849 31
26 2627 26
27 2628 26
28 2629 26
29 2630 26
30 2631 26
31 2632 26
32 2633 26
33 2634 26
34 2635 26
35 2636 26
36 2637 26
37 2638 26
38 2639 26
39 2640 26
40 2641 26
41 2642 26
42 2643 26
43 2644 26
44 2645 26
45 2646 26
46 2647 26
47 2647 27
47 2747 28
47 2847 29
47 2947 30
47 3047 31
47 3147 32
47 3247 33
47 3347 34
47 3447 35
47 3547 36
3850 41
31 4231 41
31 4131 40
31 4031 39
31 3931 38
31 3831 37
31 3731 36
31 3631 35
31 3531 34
31 3431 33
31 3331 32
31 3231 31
31 3131 30
31 3031 29
31 2931 28
31 2831 27
31 2731 26
31 2631 25
31 2531 24
31 2431 23
31 2331 22
31 2231 21
31 2131 20
31 2031 19
31 1931 18
31 1831 17
31 1731 16
31 1631 15
31 1531 14
31 1431 13
31 1332 13
32 1333 13
33 1334 13
34 1335 13
35 1336 13
36 1337 13
37 1338 13
38 1339 13
39 1340 13
40 1341 13
41 1342 13
42 1343 13
3851 20
27 2727 26
27 2627 25
27 2526 25
26 2525 25
25 2524 25
24 2523 25
23 2522 25
22 2521 25
21 2520 25
20 2519 25
19 2518 25
18 2517 25
17 2516 25
16 2515 25
15 2514 25
14 2513 25
13 2512 25
12 2511 25
11 2510 25
10 259 25
3852 20
9 119 10
9 109 9
9 99 8
9 89 7
9 79 6
9 610 6
10 611 6
11 612 6
12 613 6
13 614 6
14 615 6
15 616 6
16 617 6
17 618 6
18 619 6
19 620 6
20 621 6
21 622 6
22 623 6
23 624 6
3853 42
39 040 0
40 041 0
41 042 0
42 043 0
43 044 0
44 045 0
45 046 0
46 047 0
47 048 0
48 049 0
49 050 0
50 050 1
50 150 2
50 250 3
50 350 4
50 450 5
50 550 6
50 650 7
50 750 8
50 850 9
50 950 10
50 1050 11
50 1150 12
50 1250 13
50 1350 14
50 1450 15
50 1550 16
50 1650 17
50 1750 18
50 1850 19
50 1950 20
50 2050 21
50 2150 22
50 2250 23
50 2350 24
50 2450 25
50 2550 26
50 2650 27
50 2750 28
50 2850 29
50 2950 30
50 3050 31
3854 30
6 576 56
6 566 55
6 556 54
6 546 53
6 537 53
7 538 53
8 539 53
9 5310 53
10 5311 53
11 5312 53
12 5313 53
13 5314 53
14 5315 53
15 5316 53
16 5317 53
17 5318 53
18 5319 53
19 5320 53
20 5321 53
21 5322 53
22 5323 53
23 5324 53
24 5325 53
25 5326 53
26 5327 53
27 5328 53
28 5329 53
29 5330 53
30 5331 53
31 5332 53
3855 39
21 5321 52
21 5221 51
21 5121 50
21 5021 49
21 4921 48
21 4821 47
21 4721 46
21 4621 45
21 4521 44
21 4421 43
21 4321 42
21 4221 41
21 4121 40
21 4021 39
21 3921 38
21 3821 37
21 3721 36
21 3621 35
21 3521 34
21 3421 33
21 3321 32
21 3221 31
21 3121 30
21 3021 29
21 2921 28
21 2821 27
21 2721 26
21 2621 25
21 2521 24
21 2421 23
21 2321 22
21 2221 21
21 2121 20
21 2022 20
22 2023 20
23 2024 20
24 2025 20
25 2026 20
26 2027 20
3856 3
33 5334 53
34 5335 53
35 5336 53
3857 40
4 215 21
5 216 21
6 217 21
7 218 21
8 219 21
9 2110 21
10 2111 21
11 2112 21
12 2113 21
13 2114 21
14 2115 21
15 2116 21
16 2117 21
17 2118 21
18 2119 21
19 2120 21
20 2121 21
21 2122 21
22 2123 21
23 2124 21
24 2125 21
25 2126 21
26 2127 21
27 2127 22
27 2227 23
27 2327 24
27 2427 25
27 2527 26
27 2627 27
27 2727 28
27 2827 29
27 2927 30
27 3027 31
27 3127 32
27 3227 33
27 3327 34
27 3427 35
27 3527 36
27 3627 37
27 3727 38
3858 9
38 2137 21
37 2136 21
36 2135 21
35 2134 21
34 2133 21
33 2132 21
32 2131 21
31 2130 21
30 2129 21
3859 38
11 5711 56
11 5611 55
11 5511 54
11 5411 53
11 5311 52
11 5211 51
11 5111 50
11 5011 49
11 4911 48
11 4811 47
11 4711 46
11 4611 45
11 4511 44
11 4411 43
11 4311 42
11 4211 41
11 4111 40
11 4011 39
11 3911 38
11 3811 37
11 3711 36
11 3611 35
11 3511 34
11 3411 33
11 3311 32
11 3211 31
11 3111 30
11 3011 29
11 2911 28
11 2811 27
11 2712 27
12 2713 27
13 2714 27
14 2715 27
15 2716 27
16 2717 27
17 2718 27
18 2719 27
3860 45
21 1421 15
21 1521 16
21 1621 17
21 1721 18
21 1821 19
21 1921 20
21 2021 21
21 2121 22
21 2221 23
21 2321 24
21 2421 25
21 2521 26
21 2621 27
21 2721 28
21 2821 29
21 2921 30
21 3021 31
21 3121 32
21 3221 33
21 3321 34
21 3421 35
21 3521 36
21 3621 37
21 3721 38
21 3821 39
21 3921 40
21 4021 41
21 4121 42
21 4220 42
20 4219 42
19 4218 42
18 4217 42
17 4216 42
16 4215 42
15 4214 42
14 4213 42
13 4212 42
12 4211 42
11 4210 42
10 429 42
9 428 42
8 427 42
7 426 42
6 425 42
5 424 42
3861 5
27 2728 27
28 2729 27
29 2730 27
30 2730 28
30 2830 29
3862 27
22 3122 30
22 3022 29
22 2922 28
22 2822 27
22 2722 26
22 2622 25
22 2522 24
22 2422 23
22 2322 22
22 2222 21
22 2122 20
22 2022 19
22 1923 19
23 1924 19
24 1925 19
25 1926 19
26 1927 19
27 1928 19
28 1929 19
29 1930 19
30 1931 19
31 1932 19
32 1933 19
33 1934 19
34 1935 19
35 1936 19
36 1937 19
3863 40
40 440 5
40 540 6
40 640 7
40 739 7
39 738 7
38 737 7
37 736 7
36 735 7
35 734 7
34 733 7
33 732 7
32 731 7
31 730 7
30 729 7
29 728 7
28 727 7
27 726 7
26 725 7
25 724 7
24 723 7
23 722 7
22 721 7
21 720 7
20 719 7
19 718 7
18 717 7
17 716 7
16 715 7
15 714 7
14 713 7
13 712 7
12 711 7
11 710 7
10 79 7
9 78 7
8 77 7
7 76 7
6 75 7
5 74 7
4 73 7
3864 40
20 4720 46
20 4620 45
20 4520 44
20 4420 43
20 4320 42
20 4220 41
20 4120 40
20 4020 39
20 3920 38
20 3820 37
20 3720 36
20 3620 35
20 3520 34
20 3420 33
20 3320 32
20 3220 31
20 3120 30
20 3020 29
20 2920 28
20 2820 27
20 2720 26
20 2620 25
20 2520 24
20 2421 24
21 2422 24
22 2423 24
23 2424 24
24 2425 24
25 2426 24
26 2427 24
27 2428 24
28 2429 24
29 2430 24
30 2431 24
31 2432 24
32 2433 24
33 2434 24
34 2435 24
35 2436 24
36 2437 24
3865 18
52 3152 30
52 3052 29
52 2952 28
52 2851 28
51 2850 28
50 2849 28
49 2848 28
48 2847 28
47 2846 28
46 2845 28
45 2844 28
44 2843 28
43 2842 28
42 2841 28
41 2840 28
40 2839 28
39 2838 28
38 2837 28
3866 27
56 3156 32
56 3256 33
56 3356 34
56 3456 35
56 3556 36
56 3656 37
56 3756 38
56 3856 39
56 3956 40
56 4056 41
56 4156 42
56 4256 43
56 4356 44
56 4456 45
56 4556 46
56 4656 47
56 4756 48
56 4855 48
55 4854 48
54 4853 48
53 4852 48
52 4851 48
51 4850 48
50 4849 48
49 4848 48
48 4847 48
47 4846 48
3867 48
32 1733 17
33 1734 17
34 1735 17
35 1736 17
36 1737 17
37 1738 17
38 1739 17
39 1740 17
40 1741 17
41 1742 17
42 1743 17
43 1744 17
44 1745 17
45 1746 17
46 1747 17
47 1748 17
48 1749 17
49 1750 17
50 1751 17
51 1751 18
51 1851 19
51 1951 20
51 2051 21
51 2151 22
51 2251 23
51 2351 24
51 2451 25
51 2551 26
51 2651 27
51 2751 28
51 2851 29
51 2951 30
51 3051 31
51 3151 32
51 3251 33
51 3351 34
51 3451 35
51 3551 36
51 3651 37
51 3751 38
51 3851 39
51 3951 40
51 4051 41
51 4151 42
51 4251 43
51 4351 44
51 4451 45
51 4551 46
3868 45
5 286 28
6 287 28
7 288 28
8 289 28
9 2810 28
10 2811 28
11 2812 28
12 2813 28
13 2814 28
14 2815 28
15 2816 28
16 2817 28
17 2818 28
18 2819 28
19 2820 28
20 2821 28
21 2822 28
22 2823 28
23 2824 28
24 2825 28
25 2826 28
26 2827 28
27 2828 28
28 2829 28
29 2830 28
30 2831 28
31 2832 28
32 2833 28
33 2834 28
34 2835 28
35 2836 28
36 2837 28
37 2838 28
38 2839 28
39 2840 28
40 2841 28
41 2842 28
42 2842 29
42 2942 30
42 3042 31
42 3142 32
42 3242 33
42 3342 34
42 3442 35
42 3542 36
3869 5
27 2027 19
27 1928 19
28 1929 19
29 1930 19
30 1931 19
3870 22
24 424 3
24 323 3
23 322 3
22 321 3
21 320 3
20 319 3
19 318 3
18 317 3
17 316 3
16 315 3
15 314 3
14 313 3
13 312 3
12 311 3
11 310 3
10 39 3
9 38 3
8 37 3
7 36 3
6 35 3
5 34 3
4 33 3
3871 12
43 2743 26
43 2643 25
43 2543 24
43 2443 23
43 2343 22
43 2243 21
43 2143 20
43 2043 19
43 1943 18
43 1843 17
43 1743 16
43 1643 15
3872 25
39 2040 20
40 2041 20
41 2042 20
42 2043 20
43 2044 20
44 2045 20
45 2046 20
46 2047 20
47 2048 20
48 2048 21
48 2148 22
48 2248 23
48 2348 24
48 2448 25
48 2548 26
48 2648 27
48 2748 28
48 2848 29
48 2948 30
48 3048 31
48 3148 32
48 3248 33
48 3348 34
48 3448 35
48 3548 36
3873 29
7 88 8
8 89 8
9 810 8
10 811 8
11 812 8
12 813 8
13 814 8
14 815 8
15 816 8
16 817 8
17 818 8
18 819 8
19 820 8
20 821 8
21 822 8
22 823 8
23 823 9
23 923 10
23 1023 11
23 1123 12
23 1223 13
23 1323 14
23 1423 15
23 1523 16
23 1623 17
23 1723 18
23 1823 19
23 1923 20
23 2023 21
3874 17
49 3749 36
49 3649 35
49 3549 34
49 3449 33
49 3349 32
49 3249 31
49 3149 30
49 3049 29
49 2948 29
48 2947 29
47 2946 29
46 2945 29
45 2944 29
44 2943 29
43 2942 29
42 2941 29
41 2940 29
3875 22
57 3957 38
57 3857 37
57 3757 36
57 3657 35
57 3557 34
57 3457 33
57 3357 32
57 3257 31
57 3157 30
57 3057 29
57 2957 28
57 2857 27
57 2757 26
57 2657 25
57 2557 24
57 2457 23
57 2357 22
57 2256 22
56 2255 22
55 2254 22
54 2253 22
53 2252 22
3876 15
34 2434 23
34 2333 23
33 2332 23
32 2331 23
31 2330 23
30 2329 23
29 2328 23
28 2327 23
27 2326 23
26 2325 23
25 2324 23
24 2323 23
23 2322 23
22 2321 23
21 2320 23
3877 42
27 5827 57
27 5727 56
27 5627 55
27 5527 54
27 5427 53
27 5327 52
27 5227 51
27 5127 50
27 5027 49
27 4927 48
27 4827 47
27 4727 46
27 4627 45
27 4527 44
27 4427 43
27 4327 42
27 4227 41
27 4127 40
27 4027 39
27 3927 38
27 3827 37
27 3727 36
27 3627 35
27 3527 34
27 3427 33
27 3327 32
27 3227 31
27 3127 30
27 3027 29
27 2927 28
27 2828 28
28 2829 28
29 2830 28
30 2831 28
31 2832 28
32 2833 28
33 2834 28
34 2835 28
35 2836 28
36 2837 28
37 2838 28
38 2839 28
3878 32
13 5813 57
13 5713 56
13 5613 55
13 5513 54
13 5413 53
13 5313 52
13 5213 51
13 5113 50
13 5013 49
13 4913 48
13 4813 47
13 4713 46
13 4613 45
13 4513 44
13 4413 43
13 4313 42
13 4213 41
13 4113 40
